year,make,model,trim,body,transmission,vin,branch,condition,odometer,color,interior,seller,marketprice,sellingprice,saledate
2011,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap8bl483439,BALIKPAPAN,36.0,81076.0,silver,black,regional acceptance corporation / greenville,123625000.0,118250000.0,Mon Dec 22 2018 09:30:00 GMT-0800 (PST)
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg5et178646,BALIKPAPAN,3.0,20348.0,silver,black,hertz corporation/gdp,380550000.0,361200000.0,Wed Feb 11 2019 05:00:00 GMT-0800 (PST)
2013,Cadillac,SRX,Luxury,SUV,automatic,3gyfnce37ds517840,BALIKPAPAN,38.0,44599.0,white,black,ge fleet services for itself/servicer,445050000.0,419250000.0,Thu May 21 2018 05:30:00 GMT-0700 (PDT)
2009,BMW,7 Series,750Li,Sedan,automatic,wbakb83599cy58312,SURABAYA,,108888.0,silver,beige,herrin gear chevrolet co inc,488050000.0,477300000.0,Thu Dec 18 2019 10:00:00 GMT-0800 (PST)
2008,,,,,automatic,2g1wc583881225675,JAKARTA,21.0,112911.0,white,gray,dt credit corporation,97287500.0,103200000.0,Tue Jun 16 2019 02:30:00 GMT-0700 (PDT)
2014,,,,,,1c4njdab9ed815663,MEDAN,38.0,18052.0,brown,black,fca canada inc,381625000.0,371950000.0,Tue Mar 03 2018 02:00:00 GMT-0800 (PST)
2005,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdza22c75s352441,BALIKPAPAN,35.0,142610.0,off-white,tan,tdaf remarketing,113950000.0,131150000.0,Wed Feb 18 2018 02:30:00 GMT-0800 (PST)
2014,GMC,Sierra 1500,SLT,crew cab,automatic,3gtu2vec9eg101147,BALIKPAPAN,47.0,26125.0,white,tan,tdaf remarketing,789050000.0,808400000.0,Tue Jun 16 2018 02:00:00 GMT-0700 (PDT)
2013,Ford,F-150,XLT,supercab,automatic,1ftfx1cf9dfc72416,BALIKPAPAN,39.0,15103.0,gray,gray,san francisco police credit union,518150000.0,500950000.0,Tue Jun 02 2019 17:00:00 GMT-0700 (PDT)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f62ca073273,JAKARTA,41.0,33366.0,black,beige,ahfc/honda lease trust/hvt  inc. eot,285950000.0,322500000.0,Thu Feb 26 2018 04:00:00 GMT-0800 (PST)
2011,Chevrolet,Cruze,LS,sedan,automatic,1g1pc5sh9b7256551,MEDAN,41.0,45838.0,blue,black,lease plan usa,175225000.0,215000000.0,Tue Jun 16 2019 02:15:00 GMT-0700 (PDT)
2009,Toyota,Corolla,S,sedan,automatic,2t1bu40e19c093517,JAKARTA,19.0,91361.0,black,black,toyota financial services,165550000.0,141900000.0,Tue Jun 02 2019 02:30:00 GMT-0700 (PDT)
2007,Jeep,Compass,Sport,SUV,automatic,1j8ft47wx7d130348,SURABAYA,27.0,112684.0,red,beige,arrowhead auto group inc,95137500.0,133300000.0,Thu Feb 26 2018 04:00:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp5el389699,BALIKPAPAN,39.0,24000.0,blue,black,courtney leasing inc,222525000.0,236500000.0,Tue Feb 24 2019 01:30:00 GMT-0800 (PST)
2007,Ford,F-150,XLT,SuperCrew,automatic,1ftpw14v47fa81505,SURABAYA,33.0,60111.0,red,gray,automobiles paille inc,337550000.0,301000000.0,Thu Jan 08 2019 09:30:00 GMT-0800 (PST)
2007,Jeep,Patriot,Sport,SUV,automatic,1j8ft28067d359639,SURABAYA,28.0,126770.0,white,black,gm financial,71487500.0,86000000.0,Thu Feb 26 2019 01:40:00 GMT-0800 (PST)
2012,Nissan,Rogue,SV,SUV,,jn8as5mv4cw416320,JAKARTA,49.0,44371.0,white,gray,nissan-infiniti lt,334325000.0,356900000.0,Fri Mar 06 2018 01:00:00 GMT-0800 (PST)
2011,Toyota,RAV4,Base,SUV,,2t3zf4dv5bw097469,SURABAYA,26.0,38621.0,blue,tan,world omni financial corporation,301000000.0,268750000.0,Tue Feb 24 2019 01:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6dr248545,BALIKPAPAN,28.0,52335.0,black,black,mercedes-benz financial services,434300000.0,421400000.0,Tue Feb 03 2018 01:30:00 GMT-0800 (PST)
2012,Nissan,Frontier,SV,crew cab,manual,1n6ad0er2cc425395,JAKARTA,46.0,31698.0,silver,gray,san diego sports cars,375175000.0,370875000.0,Wed Jun 03 2018 05:15:00 GMT-0700 (PDT)
2006,Infiniti,G35,x,Sedan,automatic,jnkcv51f16m613128,BALIKPAPAN,21.0,129168.0,gray,gray,lithia chrys jeep dodge of bryan college station,133300000.0,94600000.0,Wed May 20 2018 03:20:00 GMT-0700 (PDT)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab4cn214023,SURABAYA,3.0,55789.0,red,black,chrysler capital,185975000.0,202100000.0,Thu Jan 08 2019 12:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg4cr274826,BALIKPAPAN,26.0,63821.0,white,beige,dtg operations inc,224675000.0,217150000.0,Tue Feb 17 2019 04:30:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,sedan,automatic,3fa6p0h79dr298678,SURABAYA,37.0,59888.0,silver,black,dtg operations inc,245100000.0,245100000.0,Tue Jun 16 2019 02:15:00 GMT-0700 (PDT)
2012,Infiniti,G Coupe,G37x,g coupe,,jn1cv6el1cm470364,MEDAN,39.0,24965.0,blue,black,nissan infiniti lt,490200000.0,468700000.0,Wed Jun 03 2019 02:30:00 GMT-0700 (PDT)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk1cu551374,MEDAN,46.0,33282.0,white,black,world omni financial corporation,318200000.0,337550000.0,Tue Mar 03 2018 01:30:00 GMT-0800 (PST)
2006,Dodge,Ram Pickup 2500,Laramie,Quad Cab,automatic,3d7ks28d06g132191,SURABAYA,19.0,73280.0,gray,gray,auto financial group,306375000.0,290250000.0,Wed Jun 03 2018 03:00:00 GMT-0700 (PDT)
2012,Mazda,MX-5 Miata,Special Edition,Convertible,manual,jm1nc2sf2c0223249,JAKARTA,44.0,31779.0,black,black,santander consumer,460100000.0,412800000.0,Wed Jun 03 2019 02:05:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap8dc912393,JAKARTA,37.0,40985.0,—,black,nissan-infiniti lt,280575000.0,275200000.0,Tue Jun 09 2019 03:00:00 GMT-0700 (PDT)
2014,Volkswagen,Jetta,S,Sedan,automatic,3vw2k7ajxem377343,BALIKPAPAN,44.0,25299.0,white,black,sixt rent a car,241875000.0,253700000.0,Tue Jan 27 2018 01:30:00 GMT-0800 (PST)
2014,Cadillac,ATS,Luxury,Sedan,automatic,1g6ab5ra2e0152654,MEDAN,3.0,26778.0,beige,black,gm/enterprise vehicle exchange,464400000.0,442900000.0,Thu Feb 19 2019 03:00:00 GMT-0800 (PST)
2008,Toyota,Camry Hybrid,Base,sedan,automatic,4t1bb46k58u033627,JAKARTA,21.0,198874.0,white,gray,fred anderson toyota/scion,75787500.0,64500000.0,Tue Jun 16 2019 03:00:00 GMT-0700 (PDT)
2005,Mazda,Mazda6,s Sport,Sedan,automatic,1yvhp80dx55m44748,SURABAYA,25.0,118618.0,silver,black,american auto finance,80625000.0,81700000.0,Thu Jan 08 2018 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i xDrive,Sedan,,wbaxh5c5xcdw10106,BALIKPAPAN,4.0,43010.0,gray,tan,financial services remarketing (lease),571900000.0,569750000.0,Tue Feb 24 2018 01:30:00 GMT-0800 (PST)
2005,Jaguar,XJ-Series,Vanden Plas,Sedan,automatic,sajwa82c25sg42149,JAKARTA,38.0,105522.0,red,tan,tdaf remarketing,137062500.0,88150000.0,Thu Feb 12 2018 02:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,automatic,wddgf8abxda839767,JAKARTA,42.0,19309.0,black,black,mercedes-benz financial services,528900000.0,559000000.0,Tue Jun 16 2019 02:30:00 GMT-0700 (PDT)
2014,Honda,Pilot,Touring w/Navigation and Rear Entertainment,SUV,automatic,5fnyf4h90eb017854,SURABAYA,47.0,18633.0,black,black,persichetti motorsports inc,709500000.0,718100000.0,Thu Feb 19 2019 02:00:00 GMT-0800 (PST)
2009,Dodge,Journey,SE,SUV,automatic,3d4gg47b89t166505,MEDAN,16.0,103688.0,charcoal,black,santander consumer,110725000.0,92450000.0,Thu May 21 2019 02:35:00 GMT-0700 (PDT)
2014,BMW,M6 Gran Coupe,Base,Sedan,automatic,wbs6c9c52edv73861,SURABAYA,46.0,13485.0,—,black,eurocar,2150000000.0,1935000000.0,Thu Jan 15 2019 04:00:00 GMT-0800 (PST)
2010,Acura,TSX,Base,Sedan,,jh4cu2f69ac035031,MEDAN,31.0,45634.0,white,black,ahfc/honda lease trust/hvt  inc acuras,314975000.0,305300000.0,Fri Feb 27 2018 01:00:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,SuperCab,automatic,1ftkr4ee1bpa85158,BALIKPAPAN,47.0,50651.0,silver,black,xtreme automotive group inc,278425000.0,354750000.0,Tue Jan 13 2019 09:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,LS,Sedan,automatic,1g1pa5sh8e7164583,BALIKPAPAN,36.0,13207.0,black,black,gm financial,265525000.0,694450000.0,Tue Mar 17 2018 05:00:00 GMT-0700 (PDT)
2003,Volkswagen,Passat,GLX,Wagon,automatic,wvwwh63b93e165586,BALIKPAPAN,2.0,194091.0,white,tan,lincoln financial services,18812500.0,10750000.0,Tue Dec 30 2018 16:00:00 GMT-0800 (PST)
2006,Volkswagen,Jetta,TDI,Sedan,automatic,3vwst71k76m778565,SURABAYA,23.0,164126.0,blue,gray,unique autos,74175000.0,92450000.0,Fri Feb 06 2018 03:45:00 GMT-0800 (PST)
2006,HUMMER,H3,Base,suv,automatic,5gtdn136868270945,MEDAN,38.0,79436.0,gray,black,jpmorgan chase bank n.a.,248325000.0,307450000.0,Wed Jun 17 2019 03:00:00 GMT-0700 (PDT)
2003,Ford,Focus,SE,Wagon,automatic,1fafp36353w250267,JAKARTA,,91086.0,beige,tan,metro ford inc,34937500.0,40850000.0,Fri Dec 19 2018 09:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,S,Sedan,,3n1ab7ap3dl763015,JAKARTA,47.0,6555.0,black,black,nissan-infiniti lt,278425000.0,253700000.0,Wed Feb 25 2019 01:30:00 GMT-0800 (PST)
2013,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk7du271203,SURABAYA,45.0,37570.0,blue,black,enterprise veh exchange/rental,314975000.0,313900000.0,Tue Feb 03 2018 01:30:00 GMT-0800 (PST)
2012,Kia,Forte,Koup SX,Koup,automatic,knafw6a31c5526565,BALIKPAPAN,34.0,35432.0,red,black,consolidated asset recovery systems  inc.,254775000.0,268750000.0,Wed Jan 28 2018 02:20:00 GMT-0800 (PST)
2013,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,automatic,1gc2cvcg4dz160969,SURABAYA,43.0,42715.0,white,black,enterprise fleet management exchange  inc.,462250000.0,421400000.0,Thu Jan 15 2019 03:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar6dm754245,JAKARTA,37.0,19854.0,black,black,nissan infiniti lt,473000000.0,507400000.0,Wed Feb 18 2018 02:30:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,,jt6hf10u8y0119573,SURABAYA,2.0,185797.0,gold,beige,courtesy palm harbor honda,72025000.0,73100000.0,Thu Jan 08 2019 16:30:00 GMT-0800 (PST)
2011,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1vg8b1362649,MEDAN,25.0,59227.0,gray,black,gm financial,187587500.0,174150000.0,Wed May 27 2018 02:30:00 GMT-0700 (PDT)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv4bw313607,SURABAYA,44.0,36753.0,—,black,nissan-infiniti lt,330025000.0,348300000.0,Wed Jan 28 2018 02:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,sedan,automatic,1n4aa5ap0cc806472,BALIKPAPAN,29.0,40532.0,gray,black,nissan-infiniti lt,356900000.0,324650000.0,Mon Jun 08 2018 17:00:00 GMT-0700 (PDT)
2013,Chevrolet,Suburban,LT 1500,suv,automatic,1gnscje01dr127055,SURABAYA,19.0,52214.0,white,black,the hertz corporation,584800000.0,496650000.0,Tue Jun 02 2019 02:15:00 GMT-0700 (PDT)
2012,Chevrolet,Colorado,1LT,Crew Cab,automatic,1gchtcfexc8139007,MEDAN,39.0,38703.0,black,gray,adcock brothers inc,430000000.0,424625000.0,Fri Jan 16 2018 01:30:00 GMT-0800 (PST)
2011,Chevrolet,Camaro,LS,Coupe,,2g1fa1ed9b9133186,MEDAN,38.0,58991.0,silver,black,tdaf remarketing,296700000.0,283800000.0,Fri Jan 09 2018 09:00:00 GMT-0800 (PST)
2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a73eg273302,MEDAN,46.0,15323.0,black,beige,kia motors america  inc,326800000.0,322500000.0,Thu Feb 05 2019 02:00:00 GMT-0800 (PST)
2014,Toyota,Sequoia,SR5,SUV,automatic,5tdby5g10es099324,BALIKPAPAN,43.0,30448.0,burgundy,gray,avis rac/san leandro,767550000.0,767550000.0,Wed May 27 2019 06:00:00 GMT-0700 (PDT)
2012,Ford,Focus,Titanium,Sedan,automatic,1fahp3j27cl409346,MEDAN,43.0,31448.0,red,black,university ford inc,277350000.0,277350000.0,Tue Feb 24 2018 01:30:00 GMT-0800 (PST)
2013,Ford,Taurus,SEL,Sedan,automatic,1fahp2h87dg108221,BALIKPAPAN,35.0,81970.0,—,beige,wheels exchange llc,275200000.0,275200000.0,Wed Feb 25 2019 02:00:00 GMT-0800 (PST)
2008,Pontiac,G6,Base,sedan,automatic,1g2zg57n484305396,JAKARTA,24.0,39392.0,blue,black,wells fargo dealer services,180062500.0,182750000.0,Tue Jun 09 2019 02:30:00 GMT-0700 (PDT)
2011,Infiniti,G Sedan,G25x,G Sedan,automatic,jn1dv6ar6bm654258,SURABAYA,36.0,36405.0,white,black,nissan infiniti lt,348300000.0,361200000.0,Wed Feb 11 2018 01:30:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,manual,wbafa53581lh78347,SURABAYA,2.0,140121.0,black,black,security financial,65575000.0,66650000.0,Thu Dec 18 2018 11:00:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f21dl247206,BALIKPAPAN,37.0,58446.0,red,black,dollar thrifty auto group,204787500.0,204250000.0,Wed Feb 18 2018 01:30:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LS,sedan,automatic,2g1wb58k379361366,BALIKPAPAN,25.0,160246.0,silver,gray,courtesy hyundai,49987500.0,79550000.0,Thu Jun 18 2018 09:20:00 GMT-0700 (PDT)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap7en366207,MEDAN,5.0,14739.0,silver,black,nissan dealer blend/united nissan,307450000.0,317125000.0,Tue May 26 2018 05:30:00 GMT-0700 (PDT)
2013,Ram,1500,SLT,Crew Cab,automatic,1c6rr7lt4ds721063,JAKARTA,47.0,35445.0,black,gray,chrysler capital,552550000.0,584800000.0,Thu Mar 05 2018 01:30:00 GMT-0800 (PST)
2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f88eg138672,BALIKPAPAN,43.0,27869.0,—,tan,ford motor credit company,419250000.0,423550000.0,Thu May 28 2019 04:00:00 GMT-0700 (PDT)
2003,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl18963b001635,JAKARTA,25.0,179813.0,red,gray,first hyundai,45687500.0,49450000.0,Tue Mar 10 2019 03:00:00 GMT-0700 (PDT)
2004,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gx58n74c199313,SURABAYA,22.0,92444.0,gray,gray,cameron motor sports,89225000.0,92450000.0,Tue Jun 16 2018 06:00:00 GMT-0700 (PDT)
2007,Ford,Focus,ZX5 SES,hatchback,automatic,1fahp37n57w256505,BALIKPAPAN,19.0,196908.0,white,gray,credit acceptance corp/vrs/southfield,29025000.0,6450000.0,Tue Jun 09 2018 02:30:00 GMT-0700 (PDT)
2012,Subaru,Forester,2.5X Limited PZEV,SUV,automatic,jf2shaec0ch464827,MEDAN,42.0,99247.0,white,gray,toyota of murfreesboro/scion of murfreesboro,298850000.0,297775000.0,Wed Feb 04 2019 02:30:00 GMT-0800 (PST)
2002,Ford,Explorer,XLT,SUV,,1fmzu63e92ub36379,SURABAYA,19.0,231466.0,gray,gray,halleen kia,20962500.0,32250000.0,Tue Feb 10 2019 01:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap1bl618188,BALIKPAPAN,3.0,29149.0,black,gray,exceptional motorcars ltd,206400000.0,204250000.0,Wed Jan 21 2018 01:00:00 GMT-0800 (PST)
2007,BMW,5 Series,530i,sedan,automatic,wbane73597cm50677,JAKARTA,43.0,77404.0,silver,black,erhard bmw,227900000.0,234350000.0,Thu Jun 04 2018 02:30:00 GMT-0700 (PDT)
2012,Honda,Accord,SE,sedan,automatic,1hgcp2f60ca147399,SURABAYA,35.0,29981.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,275200000.0,288100000.0,Wed Jun 17 2019 02:30:00 GMT-0700 (PDT)
2002,Buick,Rendezvous,CX,SUV,automatic,3g5db03e72s511999,JAKARTA,22.0,161996.0,gray,gray,caprock auto remarketing,37625000.0,21500000.0,Thu Jan 15 2019 03:00:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LS,Sedan,automatic,1g1pc5sh6c7200682,MEDAN,23.0,41591.0,white,gray,gm financial,199412500.0,165550000.0,Thu May 28 2019 02:30:00 GMT-0700 (PDT)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f58ce040177,MEDAN,31.0,44347.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,224675000.0,219300000.0,Thu Feb 05 2019 02:00:00 GMT-0800 (PST)
2014,Jeep,Patriot,Sport,suv,automatic,1c4njrbb0ed595888,JAKARTA,39.0,23859.0,gray,gray,the motor company inc,336475000.0,322500000.0,Wed May 27 2018 03:00:00 GMT-0700 (PDT)
2005,Ford,F-150,FX4,SuperCrew,,1ftpw14585ke83502,SURABAYA,19.0,127327.0,black,black,santander consumer,166087500.0,187050000.0,Mon Jan 26 2019 01:30:00 GMT-0800 (PST)
2007,Ford,F-150,XL,Regular Cab,,1ftrf12287kc49266,SURABAYA,25.0,98381.0,silver,gray,dt credit corporation,126312500.0,133300000.0,Tue Feb 17 2018 03:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,SE,Sedan,automatic,5npec4ab9dh794056,MEDAN,45.0,20971.0,gray,gray,zimmerman auto brokers inc,316050000.0,309600000.0,Tue Jan 27 2018 01:30:00 GMT-0800 (PST)
2001,Chevrolet,Venture,Value,Minivan,automatic,1gndu23e91d323568,MEDAN,19.0,148399.0,blue,gray,dt inventory,19350000.0,32250000.0,Tue Feb 17 2019 02:30:00 GMT-0800 (PST)
2012,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv5cw208203,BALIKPAPAN,35.0,41335.0,—,tan,toyota financial services,308525000.0,298850000.0,Mon Jun 01 2019 09:00:00 GMT-0700 (PDT)
2006,GMC,Envoy,SLT,SUV,automatic,1gkdt13s962347839,JAKARTA,19.0,115178.0,silver,black,santander consumer,112875000.0,60200000.0,Wed May 27 2019 02:30:00 GMT-0700 (PDT)
2012,Kia,Sportage,LX,SUV,automatic,kndpb3a20c7249257,MEDAN,41.0,36250.0,white,gray,kia motors finance,303150000.0,313900000.0,Wed May 27 2018 03:00:00 GMT-0700 (PDT)
2008,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22c18s168632,BALIKPAPAN,4.0,78995.0,gray,gray,high bid trading co inc,236500000.0,327875000.0,Wed Dec 31 2019 12:15:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0haxbr107156,BALIKPAPAN,19.0,120831.0,red,gray,remarketing by ge/comm financial members fcu,129537500.0,83850000.0,Thu May 21 2019 02:30:00 GMT-0700 (PDT)
2012,Chevrolet,Cruze,Eco,Sedan,manual,1g1pk5scxc7100916,MEDAN,28.0,62380.0,charcoal,gray,west coast acceptance,177375000.0,176300000.0,Wed Dec 17 2018 12:30:00 GMT-0800 (PST)
2004,Dodge,Grand Caravan,SE,Minivan,automatic,1d4gp24r84b556276,MEDAN,2.0,136565.0,silver,gray,aaero sweet company,41925000.0,45150000.0,Wed Feb 11 2019 03:30:00 GMT-0800 (PST)
2001,Chevrolet,Impala,Base,sedan,automatic,2g1wf52ex19170817,BALIKPAPAN,19.0,192605.0,black,gray,dt credit corporation,15587500.0,19350000.0,Tue Jun 16 2019 04:00:00 GMT-0700 (PDT)
2006,Nissan,Altima,2.5 S,sedan,automatic,1n4al11e16n311658,SURABAYA,19.0,176678.0,green,purple,leaders financial co,45687500.0,41925000.0,Tue Jun 16 2019 04:55:00 GMT-0700 (PDT)
2004,HUMMER,H2,Base,SUV,automatic,5grgn23u44h100473,MEDAN,4.0,80470.0,gray,beige,aaero sweet company,336475000.0,369800000.0,Thu Feb 05 2018 03:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,automatic,3gnbabfw8bs537294,BALIKPAPAN,43.0,92348.0,black,black,santander consumer,118250000.0,133300000.0,Tue Feb 03 2018 01:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee1dc056520,BALIKPAPAN,26.0,36926.0,gray,black,dollar rac/seattle,282725000.0,283800000.0,Wed Feb 25 2019 04:55:00 GMT-0800 (PST)
2004,Nissan,350Z,Enthusiast,Convertible,automatic,jn1az36d24t110111,SURABAYA,29.0,79611.0,orange,black,kendall hyundai,163937500.0,187050000.0,Thu Feb 19 2019 01:50:00 GMT-0800 (PST)
2002,Acura,TL,3.2,Sedan,automatic,19uua56692a020446,SURABAYA,2.0,173698.0,burgundy,tan,purple heart,41387500.0,34400000.0,Thu Jan 29 2019 03:50:00 GMT-0800 (PST)
2010,Ford,F-250 Super Duty,XL,Crew Cab,automatic,1ftsw2br2aea08667,JAKARTA,42.0,91147.0,black,black,young motors llc,722400000.0,741750000.0,Thu Feb 19 2018 02:00:00 GMT-0800 (PST)
2008,Ford,Edge,Limited,SUV,,2fmdk49c88ba57942,SURABAYA,38.0,96299.0,black,beige,reedman toll auto world,242950000.0,180600000.0,Tue Jan 20 2019 01:30:00 GMT-0800 (PST)
2014,Jeep,Patriot,Sport,SUV,automatic,1c4njpbb9ed758302,BALIKPAPAN,5.0,29750.0,black,black,robert larson's hyundai,271975000.0,245100000.0,Wed Jun 03 2018 07:10:00 GMT-0700 (PDT)
2008,Ford,Mustang,GT Premium,Convertible,automatic,1zvht85h085185444,JAKARTA,47.0,31881.0,white,beige,aaero sweet company,345075000.0,403125000.0,Thu Feb 05 2018 03:30:00 GMT-0800 (PST)
2013,Ford,Explorer,XLT,SUV,,1fm5k8d8xdgc81831,JAKARTA,3.0,48473.0,white,black,the hertz corporation,498800000.0,470871500.0,Tue May 26 2018 04:00:00 GMT-0700 (PDT)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxcm931134,BALIKPAPAN,37.0,47854.0,blue,beige,nissan infiniti lt,395600000.0,397750000.0,Thu Feb 26 2019 04:30:00 GMT-0800 (PST)
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwd17ajxem388144,JAKARTA,38.0,33523.0,black,black,avis corporation,268750000.0,270900000.0,Wed Feb 04 2018 02:00:00 GMT-0800 (PST)
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mt7dw550755,BALIKPAPAN,41.0,29664.0,gray,gray,enterprise veh exchange/rental,306375000.0,311750000.0,Tue Jan 06 2019 01:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,sedan,automatic,1c3cdzag1cn287202,SURABAYA,42.0,70829.0,black,gray,santander consumer,173612500.0,191350000.0,Mon Jun 15 2018 02:30:00 GMT-0700 (PDT)
2002,Chevrolet,Malibu,LS,Sedan,automatic,1g1ne52j62m526017,BALIKPAPAN,19.0,112192.0,gold,beige,braeger chevrolet,37625000.0,45150000.0,Wed Feb 18 2019 02:00:00 GMT-0800 (PST)
2006,Pontiac,G6,Base,Sedan,automatic,1g2zf55b764279644,BALIKPAPAN,19.0,130664.0,red,black,dt credit corporation,68262500.0,34400000.0,Thu Jan 15 2018 01:05:00 GMT-0800 (PST)
2010,Ford,Focus,SES,Sedan,automatic,1fahp3gn8aw178504,MEDAN,21.0,102595.0,—,beige,tenvoorde ford inc,119862500.0,124700000.0,Wed Feb 04 2019 02:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c52ce729430,SURABAYA,38.0,33031.0,gray,black,financial services remarketing (lease),591250000.0,618125000.0,Wed Mar 04 2018 04:30:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap0ec202034,MEDAN,37.0,36415.0,black,black,enterprise veh exchange/rental,301000000.0,303150000.0,Fri Feb 13 2018 04:00:00 GMT-0800 (PST)
2014,Kia,Soul,+,Wagon,automatic,kndjp3a57e7005271,SURABAYA,39.0,35445.0,white,black,avis corporation,273050000.0,268750000.0,Tue May 26 2018 02:15:00 GMT-0700 (PDT)
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjebg6ec482846,JAKARTA,37.0,21930.0,black,black,budget rac of atlanta,625650000.0,623500000.0,Tue Jan 20 2018 01:30:00 GMT-0800 (PST)
2013,BMW,3 Series,328i,Convertible,automatic,wbadw7c52de731518,SURABAYA,42.0,39934.0,gray,—,financial services remarketing (lease),653600000.0,639625000.0,Thu May 21 2019 05:30:00 GMT-0700 (PDT)
2006,Dodge,Magnum,SE,Wagon,automatic,2d4fv47t26h118433,BALIKPAPAN,19.0,151754.0,blue,gray,first credit finance,56975000.0,46225000.0,Wed Jan 28 2018 04:30:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c5xcl664658,BALIKPAPAN,3.0,42500.0,gray,gray,financial services remarketing (lease),713800000.0,707350000.0,Wed Feb 11 2018 02:00:00 GMT-0800 (PST)
2009,Audi,A5,quattro,Coupe,manual,waudk78t29a003361,SURABAYA,36.0,66945.0,blue,gray,eurocar,419250000.0,446125000.0,Thu Feb 26 2018 04:00:00 GMT-0800 (PST)
2013,BMW,X5,xDrive35i,SUV,automatic,5uxzv4c52d0g53136,SURABAYA,48.0,12182.0,white,black,bmw na manheim new jersey,864300000.0,1015875000.0,Tue Feb 10 2019 06:00:00 GMT-0800 (PST)
2006,Volkswagen,Passat,2.0T,Sedan,automatic,wvwak93c86e117832,JAKARTA,25.0,85747.0,green,black,vossen auto sales,88687500.0,74175000.0,Thu Jan 22 2019 02:45:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LT,Sedan,automatic,1g1125s34eu136451,SURABAYA,4.0,15469.0,black,black,gm remarketing,414950000.0,410650000.0,Thu Feb 19 2019 03:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek6bu749072,SURABAYA,49.0,28875.0,silver,gray,world omni financial corporation,253700000.0,258000000.0,Tue Jan 06 2018 01:30:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9dg3ckb43266,SURABAYA,23.0,65392.0,gold,gray,the hertz corporation,280575000.0,232200000.0,Tue Dec 30 2019 12:30:00 GMT-0800 (PST)
